nest_number,year,post_number,location_description,discovery_date,eggs_at_discovery,total_eggs,nest_fate,failure_cause,expected_hatch_date,actual_hatch_date,eggs_hatched,chicks_fledged,longitude,latitude,notes1,notes2,notes3
535,2012,147,10 ft from fence- feather marking,3/30/12,2,,hatched,,4/28/12,5/2/12,3,0,no GPS recorded,no GPS recorded,,,
536,2012,125,dune top (stick),3/30/12,2,,unknown fate,,4/28/12,,.,0,no GPS recorded,no GPS recorded,,,
537,2012,113,12 ft from fence (stick)- CH @ 580?,3/30/12,2,,hatched,,4/28/12,4/30/12,.,0,no GPS recorded,no GPS recorded,2 chicks seen on hatch date,,
538,2012,395,6 ft from fence,3/30/12,2,,hatched,,4/28/12,4/30/12,.,0,no GPS recorded,no GPS recorded,2 chicks seen on hatch date,,
539,2012,368,5 ft from fence- CH@ 400?,3/30/12,1,,hatched,,4/29/12,4/30/12,.,1,no GPS recorded,no GPS recorded,,,
540,2012,562,"by pole in ""condo"" area",3/30/12,2,,failed - unknown cause,,,.,0,0,no GPS recorded,no GPS recorded,,,
541,2012,680,10 ft from fence by white branch,3/30/12,2,,abandoned,abandoned,,.,0,0,no GPS recorded,no GPS recorded,,,
542,2012,95,8 ft from fence,4/7/12,2,,hatched,,5/6/12,5/6/12,.,1,no GPS recorded,no GPS recorded,2 chicks seen on hatch date,,
543,2012,171,8 ft from fence,4/7/12,2,,unknown fate,,5/6/12,,.,0,no GPS recorded,no GPS recorded,,,
544,2012,186,8 ft from fence,4/7/12,2,,hatched,,5/6/12,5/7/12,3,0,no GPS recorded,no GPS recorded,,,
545,2012,500,"10 ft from fence, 1 ft from wave terrace",4/7/12,2,,tide,tide,5/6/12,,0,0,no GPS recorded,no GPS recorded,,,
546,2012,576,"12ft from fence, frnt of dunes",4/7/12,2,,hatched,,5/6/12,4/28/12,.,1,no GPS recorded,no GPS recorded,2 chicks seen on hatch date,,
547,2012,718,8ft from fence,4/7/12,1,,tide,tide,5/7/12,,0,0,no GPS recorded,no GPS recorded,,,
548,2012,347,near keep out sign 20 ft from fence,4/7/12,1,,tide,tide,5/5/12,,0,0,no GPS recorded,no GPS recorded,,,
549,2012,378,15 ft from fence,4/7/12,2,,predator - unknown,unknown,5/6/12,,0,0,no GPS recorded,no GPS recorded,,,
550,2012,594,12 ft from fence ,4/9/12,1,,tide,tide,5/9/12,,0,0,no GPS recorded,no GPS recorded,,,
551,2012,44,dune top ,4/14/12,3,,hatched,,5/12/12,5/12/12,.,0,no GPS recorded,no GPS recorded,,,
552,2012,517,6ft from fence,4/21/12,3,,tide,tide,5/19/12,,0,0,no GPS recorded,no GPS recorded,,,
553,2012,202,dune face,4/21/12,3,,hatched,,5/19/12,5/14/12,3,1,no GPS recorded,no GPS recorded,,,
554,2012,419,6ft from fence,4/25/12,3,,hatched,,5/23/12,5/23/12,.,1,no GPS recorded,no GPS recorded,,,
555,2012,651,8ft from fence,4/28/12,2,,hatched,,5/27/12,5/25/12,.,0,no GPS recorded,no GPS recorded,,,
556,2012,225,8ft from fence,4/28/12,1,,tide,tide,5/28/12,,0,0,no GPS recorded,no GPS recorded,,,
557,2012,129,8ft from fence,5/2/12,3,,tide,tide,5/30/12,,0,0,no GPS recorded,no GPS recorded,,,
558,2012,385,Behind big lump- 3ft from fence,5/2/12,3,,tide,tide,5/30/12,,0,0,no GPS recorded,no GPS recorded,,,
559,2012,769,2ft from fence,5/2/12,3,,tide,tide,5/30/12,,0,0,no GPS recorded,no GPS recorded,,,
560,2012,Delta 1,"Northern Shore, E of creeklet",5/5/12,unconfirmed,,hatched,,5/31/12,6/2/12,3,3,no GPS recorded,no GPS recorded,,,
561,2012,514,6ft from fence behind lump of kelp,5/7/12,1,,tide,tide,6/6/12,,0,0,no GPS recorded,no GPS recorded,,,
562,2012,779,3ft from fence,5/12/12,1,,hatched,,6/11/12,6/12/12,3,0,no GPS recorded,no GPS recorded,,,
563,2012,307,N side of slough by plywood,5/12/12,unconfirmed,,hatched,,6/9/12,6/9/12,3,0,no GPS recorded,no GPS recorded,,,
564,2012,631,15 ft from fence,5/14/12,3,,unknown fate,,6/11/12,,.,0,no GPS recorded,no GPS recorded,,,
565,2012,171,?,5/12/12,3,,unknown fate,,6/9/12,,.,0,no GPS recorded,no GPS recorded,,,
566,2012,520,5 ft from fence,5/16/12,3,,tide,tide,6/13/12,,0,0,no GPS recorded,no GPS recorded,,,
567,2012,Delta 2,"Northern Shore, W of creeklet",5/15/12,unconfirmed,,hatched,,6/13/12,6/8/12,3,1,no GPS recorded,no GPS recorded,,,
568,2012,115,midway up dune face,5/19/12,unconfirmed,.,wind,wind,6/17/12,,0,0,no GPS recorded,no GPS recorded,,,
569,2012,138,8ft from fence,5/19/12,3,,failed - unknown cause,,6/17/12,.,0,0,no GPS recorded,no GPS recorded,,,
570,2012,231,30 feet from fence,5/19/12,unconfirmed,,tide,tide,6/17/12,,0,0,no GPS recorded,no GPS recorded,,,
571,2012,388,Base of dunes,5/19/12,3,,unknown fate,,6/17/12,,.,0,no GPS recorded,no GPS recorded,,,
572,2012,249,"stick: 60 feet from fence, behind rock",5/19/12,2,,hatched,,6/18/12,6/13/12,1,0,no GPS recorded,no GPS recorded,,,
573,2012,621,5ft from fence,5/26/12,2,,tide,tide,6/24/12,,0,0,no GPS recorded,no GPS recorded,,,
574,2012,593,10ft from fence,5/19/12,3,.,wind,wind,6/16/12,,0,0,no GPS recorded,no GPS recorded,,,
575,2012,Delta 3,"south of D2, near creeklet mouth",6/1/12,unconfirmed,,failed - unknown cause,,6/1/12,,0,0,no GPS recorded,no GPS recorded,,,
576,2012,Delta 4,"""bottles"" area",6/1/12,unconfirmed,,tide,tide,6/29/12,,0,0,no GPS recorded,no GPS recorded,,,
577,2012,395,"5ft frm fence, next to rock",5/29/12,2,,tide,tide,6/27/12,,0,0,no GPS recorded,no GPS recorded,,,
578,2012,378,"in rocks, 25ft from fence",6/2/12,unconfirmed,,hatched,,6/30/12,6/13/12,.,0,no GPS recorded,no GPS recorded,,,
579,2012,603,"12ft from fence, in debris area",6/2/12,2,,tide,tide,7/1/12,,0,0,no GPS recorded,no GPS recorded,,,
580,2012,Delta 5,nearer golf course,6/8/12,unconfirmed,,hatched,,7/6/12,7/2/12,1,1,no GPS recorded,no GPS recorded,,,
581,2012, 563 Condo,in wood pile by back rope,6/9/12,unconfirmed,,predator - raccoon,raccoon,7/7/12,,0,0,no GPS recorded,no GPS recorded,,,
582,2012,Delta 7,W side near plants line,6/16/12,unconfirmed,,hatched,,7/14/12,7/13/12,3,3,no GPS recorded,no GPS recorded,,,
583,2012,155,3 new chicks from unknown nest,6/6/12,3,,hatched,,,6/5/12,3,1,no GPS recorded,no GPS recorded,,,
584,2012,Delta 6,staple/pine cone area,6/15/12,unconfirmed,,hatched,,7/13/12,7/8/12,3,1,no GPS recorded,no GPS recorded,,,
586,2012,80,back by tall fence,6/16/12,unconfirmed,,hatched,,7/14/12,6/23/12,.,1,no GPS recorded,no GPS recorded,,,
587,2012,100,dune ,6/16/12,unconfirmed,,hatched,,7/14/12,7/14/12,3,1,no GPS recorded,no GPS recorded,,,
588,2012,584,"in plants, 10 feet from fence",6/16/12,unconfirmed,,abandoned,abandoned,7/14/12,.,0,0,no GPS recorded,no GPS recorded,"abandoned- 2 eggs infertile, 1 dead embryo",,
589,2012,347,base of dunes,6/16/12,unconfirmed,,unknown fate,,7/14/12,,.,0,no GPS recorded,no GPS recorded,,,
590,2012,607,"In plants, marked with a stick",6/21/12,3,,predator - unknown,unknown,7/19/12,,0,0,no GPS recorded,no GPS recorded,,,
591,2012,405,Right up against back fence,6/21/12,3,,hatched,,7/19/12,7/10/12,3,0,no GPS recorded,no GPS recorded,,,
592,2012,454,8ft from fence marked with stick,6/21/12,3,,hatched,,7/19/12,7/17/12,3,2,no GPS recorded,no GPS recorded,,,
593,2012,206,dune top behind stick,6/23/12,3,,hatched,,7/21/12,7/7/12,3,0,no GPS recorded,no GPS recorded,,,
594,2012,377,"15 feet from fence in plants, dune burr, sea rocket",6/23/12,1,,hatched,,7/21/12,22-Jul,2,0,no GPS recorded,no GPS recorded,,,
595,2012,Delta 8,between D6 and D5,6/23/12,unconfirmed,,unknown fate,,7/21/12,,.,0,no GPS recorded,no GPS recorded,,,
598,2012,Delta 11,NW of D3 nest,7/2/12,unconfirmed,,hatched,,8/1/12,8/1/12,3,0,no GPS recorded,no GPS recorded,,,
599,2012,340,"Chicks, unknown nest-More than 50 feet back",7/7/12,unconfirmed,,hatched,,7/5/12,.,2,0,no GPS recorded,no GPS recorded,,,
600,2012,45,4 feet from fence,7/7/12,1,,hatched,,8/5/12,8/3/12,2,0,no GPS recorded,no GPS recorded,,,
596 A,2012,Delta 9,At Delta 1 location,6/25/12,unconfirmed,,predator - raccoon,raccoon,7/23/12,,0,0,no GPS recorded,no GPS recorded,,,
596 B,2012,87,6 feet from fence,7/16/12,3,,hatched,,8/13/12,8/11/12,.,0,no GPS recorded,no GPS recorded,,,
597 A,2012,205,10ft from fence in rocks,6/25/12,3,,hatched,,7/23/12,27-Jul,1,0,no GPS recorded,no GPS recorded,,,
597 B,2012,Delta 10,"southwest of other delta nests, marked w/stick",7/4/12,1,,failed - unknown cause,,8/3/12,,0,0,no GPS recorded,no GPS recorded,,,
597 C,2012,Delta 12,"East side-chicks discovered, less than 1 week, nest location unknown",8/10/12,unconfirmed,,hatched,,,8/8/12,2,0,no GPS recorded,no GPS recorded,,,
601,2013,114,Dune face- near grey rock,3/16/13,2,.,abandoned,abandoned,4/14/13,.,0,0,no GPS recorded,no GPS recorded,"Abandoned, infertile eggs.",,
602,2013,460,5 feet from fence,3/16/13,1,.,hatched,,4/15/13,4/18/13,3,3,no GPS recorded,no GPS recorded,,,
603,2013,126,Dune face,3/23/13,2,.,hatched,,4/21/13,4/22/13,2,1,no GPS recorded,no GPS recorded,,,
604,2013,565,Condo by black seaweed,3/23/13,2,.,predator - raccoon,raccoon,4/20/13,.,0,0,no GPS recorded,no GPS recorded,,,
605,2013,420,Rocky Shelf,3/23/13,1,.,hatched,,4/22/13,4/24/13,3,2,no GPS recorded,no GPS recorded,,,
606,2013,190,In plants between verbena and grey,3/30/13,3,.,abandoned,abandoned,4/27/13,.,0,0,no GPS recorded,no GPS recorded,,,
607,2013,195,"in cage, back of dunes",3/30/13,3,.,predator - raccoon,raccoon,4/27/13,.,0,0,no GPS recorded,no GPS recorded,,,
608,2013,217,20-25 fet from fence in rocky debris,3/30/13,3,.,hatched,,4/27/13,4/27/13,2,0,no GPS recorded,no GPS recorded,,,
609,2013,503,10 feet from fence base of verbena,3/30/13,1,.,predator - unknown,unknown,4/29/13,.,0,0,no GPS recorded,no GPS recorded,,,
610,2013,528,base of dune,4/2/13,3,.,predator - unknown,unknown,4/30/13,.,0,0,no GPS recorded,no GPS recorded,,,
611,2013,69,8 feet from fence,4/6/13,2,.,hatched,,5/5/13,5/4/13,3,2,no GPS recorded,no GPS recorded,,,
612,2013,168,2 eggs,4/6/13,2,.,hatched,,5/5/13,5/6/13,2,0,no GPS recorded,no GPS recorded,,,
613,2013,450,3 feet from fence,4/6/13,1,.,predator - unknown,unknown,5/6/13,.,0,0,no GPS recorded,no GPS recorded, unknown predator.  2 eggs predatated-One egg abandoned and taken to incubate.,,
614,2013,617,3 feet from fence,4/6/13,2,.,predator - unknown,unknown,5/5/13,.,0,0,no GPS recorded,no GPS recorded,,,
615,2013,773,"in plants, 4 feet from fence",4/6/13,3,.,predator - unknown,unknown,5/4/13,.,0,0,no GPS recorded,no GPS recorded,,,
616,2013,690,4 feet from fence,4/6/13,2,.,abandoned,abandoned,5/5/13,.,0,0,no GPS recorded,no GPS recorded,abandoned infertile egg,,
617,2013,503,Just below #609,4/13/13,2,.,hatched,,5/12/13,5/4/13,3,0,no GPS recorded,no GPS recorded,,,
618,2013,208,12 feet from fence,4/6/13,1,.,hatched,,5/6/13,5/7/13,3,2,no GPS recorded,no GPS recorded,,,
619,2013,148,10 feet from fence,4/13/13,2,.,hatched,,5/12/13,5/13/13,3,2,no GPS recorded,no GPS recorded,,,
620,2013,234,8 feet from fence,4/19/13,1,.,hatched,,5/19/13,5/21/13,3,2,no GPS recorded,no GPS recorded,,,
621,2013,279,20 feet from fence,4/19/13,3,.,hatched,,5/17/13,5/17/13,3,2,no GPS recorded,no GPS recorded,,,
622,2013,Delta upper,by peach golf ball,4/20/13,3,.,hatched,,5/18/13,5/7/13,3,2,no GPS recorded,no GPS recorded,,,
623,2013,574,3 feet from fence,5/4/13,1,.,tide,tide,6/3/13,.,0,0,no GPS recorded,no GPS recorded,,,
624,2013,186,5 feet from fence,5/4/13,2,.,predator - unknown,unknown,6/2/13,.,0,0,no GPS recorded,no GPS recorded,,,
625,2013,300,8 feet from fence,5/9/13,3,.,tide,tide,6/6/13,.,0,0,no GPS recorded,no GPS recorded,,,
626,2013,Delta 2,closer to bridge,4/29/13,unconfirmed,.,hatched,,5/27/13,5/29/13,3,2,no GPS recorded,no GPS recorded,,,
627,2013,Delta 3,middle,5/3/13,unconfirmed,.,hatched,,5/31/13,5/31/13,3,3,no GPS recorded,no GPS recorded,,,
628,2013,Delta 4,close to old nst stick,5/7/13,unconfirmed,.,hatched,,6/4/13,6/3/13,2,0,no GPS recorded,no GPS recorded,,,
629,2013,124,dune top,5/11/13,3,.,hatched,,6/8/13,5/17/13,2,2,no GPS recorded,no GPS recorded,,,
630,2013,363,30 fff in front of grey plant,5/15/13,3,.,hatched,,6/12/13,5/25/13,2,0,no GPS recorded,no GPS recorded,,,
631,2013,Delta 5,farthest west and south,5/25/13,unconfirmed,.,hatched,,6/22/13,6/18/13,3,3,no GPS recorded,no GPS recorded,,,
632,2013,547,in bushes on rise,5/25/13,3,.,hatched,,6/22/13,5/31/13,2,0,no GPS recorded,no GPS recorded,,,
633,2013,Delta 6,sw,5/30/13,unconfirmed,.,predator - unknown,unknown,6/27/13,.,0,0,no GPS recorded,no GPS recorded,,,
634,2013,Delta 7,sw,5/30/13,unconfirmed,.,hatched,,6/27/13,6/8/13,2,0,no GPS recorded,no GPS recorded,,,
635,2013,119,10 feet from fence,6/1/13,unconfirmed,.,predator - unknown,unknown,6/29/13,.,0,0,no GPS recorded,no GPS recorded,,,
636,2013,268,30 feet from fence,6/1/13,2,.,predator - unknown,unknown,6/30/13,.,0,0,no GPS recorded,no GPS recorded,,,
637,2013,517,4 fff,6/7/13,unconfirmed,.,tide,tide,7/5/13,.,0,0,no GPS recorded,no GPS recorded,,,
638,2013,285,18 m from fence,6/9/13,unconfirmed,.,hatched,,7/7/13,7/7/13,2,0,no GPS recorded,no GPS recorded,,,
639,2013,Delta 8,.,6/9/13,3,.,predator - unknown,unknown,7/7/13,.,0,0,no GPS recorded,no GPS recorded,,,
640,2013,Delta 9,.,6/9/13,unconfirmed,.,hatched,,7/7/13,7/4/13,2,2,no GPS recorded,no GPS recorded,,,
641,2013,457,in bushes 10 fff,6/9/13,unconfirmed,.,abandoned,abandoned,,.,0,0,no GPS recorded,no GPS recorded,,,
642,2013,413,4fff,6/10/13,unconfirmed,.,predator - unknown,unknown,7/8/13,.,0,0,no GPS recorded,no GPS recorded,,,
643,2013,Delta 10,near D2,6/14/13,unconfirmed,.,hatched,,7/12/13,7/11/13,2,0,no GPS recorded,no GPS recorded,,,
644,2013,Delta 11,near D4,6/14/13,unconfirmed,.,hatched,,7/12/13,7/12/13,3,0,no GPS recorded,no GPS recorded,,,
645,2013,Delta 12,near restoration group,6/14/13,3,.,hatched,,7/12/13,7/11/13,3,0,no GPS recorded,no GPS recorded,,,
646,2013,117,in debris above prior nest,6/15/13,3,.,predator - skunk,skunk,7/13/13,.,0,0,no GPS recorded,no GPS recorded,,,
647,2013,458,just outside fence,6/15/13,1,.,tide,tide,7/15/13,.,0,0,no GPS recorded,no GPS recorded,,,
648,2013,328,30 fff ,6/20/13,3,.,tide,tide,7/18/13,.,0,0,no GPS recorded,no GPS recorded,,,
649,2013,32,3 fff in plants,6/22/13,3,.,predator - skunk,skunk,7/20/13,.,0,0,no GPS recorded,no GPS recorded,,,
650,2013,48,10 fff in plants,6/22/13,1,.,predator - skunk,skunk,7/22/13,.,0,0,no GPS recorded,no GPS recorded,,,
651,2013,203,base of dunes at pole,6/22/13,1,.,predator - skunk,skunk,7/22/13,.,0,0,no GPS recorded,no GPS recorded,,,
653,2013,Delta 14,near creeklet mouth,6/29/13,unconfirmed,.,predator - unknown,unknown,7/27/13,.,0,0,no GPS recorded,no GPS recorded,,,
654,2013,Delta 15,at d5 nest site,7/1/13,unconfirmed,.,predator - unknown,unknown,7/29/13,.,0,0,no GPS recorded,no GPS recorded,,,
655,2013,Delta 16,w side,7/1/13,unconfirmed,.,hatched,,7/29/13,,2,0,no GPS recorded,no GPS recorded,,,
656,2013,Delta 17,E side,7/3/13,unconfirmed,.,predator - unknown,unknown,7/31/13,.,0,0,no GPS recorded,no GPS recorded,,,
657,2013,Delta 18,E side,7/3/13,unconfirmed,.,hatched,,7/31/13,7/28/13,2,0,no GPS recorded,no GPS recorded,,,
658,2013,339,45 fff,7/6/13,2,.,hatched,,8/4/13,7/29/13,1,0,no GPS recorded,no GPS recorded,,,
659,2013,167,4 fff,7/6/13,2,.,hatched,,8/4/13,7/27/13,2,0,no GPS recorded,no GPS recorded,,,
660,2013,delta 20,.,7/28/13,unconfirmed,.,predator - unknown,unknown,8/25/13,.,0,0,no GPS recorded,no GPS recorded,,,
661,2013,delta 21,,7/28/13,unconfirmed,.,hatched,,8/25/13,7/27/13,3,0,no GPS recorded,no GPS recorded,,,
662,2013,20,found 2 chicks,7/28/13,unconfirmed,.,hatched,,.,.,2,0,no GPS recorded,no GPS recorded,found 2 chicks,,
663,2013,150,found 2 chicks,7/28/13,unconfirmed,.,hatched,,.,.,2,0,no GPS recorded,no GPS recorded,found 2 chicks,,
664,2013,110,found 2 chicks,7/28/13,unconfirmed,.,hatched,,.,.,2,0,no GPS recorded,no GPS recorded,found 2 chicks,,
665,2013,Delta 19,,7/8/13,unconfirmed,.,hatched,,8/5/13,7/31/13,1,0,no GPS recorded,no GPS recorded,,,
652 A,2013,333,40 fff ,6/23/13,3,.,tide,tide,7/21/13,.,0,0,no GPS recorded,no GPS recorded,,,
652 B,2013,Delta 13,E side of water,6/26/13,2,.,no data,,7/24/13,.,.,.,no GPS recorded,no GPS recorded,no data on fate recorded,,
666,2014,465,at red crabtrap on bluff ,3/15/14,1,unconfirmed,abandoned,abandoned,4/14/14,.,0,0,-119.882706,34.411854,,,
667,2014,40,"40, near back fence",3/22/14,1,3,abandoned,abandoned,4/21/14,.,0,0,-119.879919,34.408716,,,
668,2014,110,"in dune burr on hill, stick nearby",3/22/14,2,unconfirmed,predator - skunk,skunk,4/20/14,.,0,0,-119.87975,34.40825,,,
669,2014,180,in dune burr by flip flop,3/22/14,1,3,abandoned,abandoned,4/21/14,.,0,0,-119.880961,34.409466,,,
670,2014,515,25 meters north of cable fence,3/22/14,1,unconfirmed,abandoned,abandoned,4/21/14,.,0,0,-119.882993,34.412268,,,
671,2014,305,Slough Mouth: 10 feet behind blue pallet,3/24/14,3,3,predator - skunk,skunk,4/21/14,.,0,0,-119.880958,34.410783,,,
672,2014,380,Slough Mouth: Far west end,3/25/14,2,unconfirmed,predator - unknown,unknown,4/23/14,.,0,0,-119.878317,34.40765,,,
673,2014,357,Slough Mouth: West of blue pallet,3/25/14,unconfirmed,unconfirmed,predator - skunk,skunk,4/22/14,.,0,0,-119.881679,34.411054,,,
674,2014,Delta 1,Marked GPS,3/17/14,2,unconfirmed,predator - raccoon,raccoon,4/15/14,.,0,0,-119.875769,34.416446,,,
675,2014,458,458 in dunes,3/29/14,1,unconfirmed,abandoned,abandoned,4/28/14,.,0,0,-119.88266,34.411709,,,
676,2014,370,8 feet east of tire,3/29/14,2,unconfirmed,abandoned,abandoned,4/27/14,.,0,0,-119.881994,34.410993,,,
677,2014,Delta 2,E of creeklet,3/30/14,2,unconfirmed,abandoned,abandoned,4/28/14,.,0,0,-119.875299,34.416639,,,
678,2014,Delta 3,w of creeklet,3/30/14,3,3,predator - unknown,unknown,4/27/14,.,0,0,-119.875822,34.416616,,,
679,2014,90,"90, 10m from back",3/22/14,2,3,predator - skunk,skunk,4/20/14,.,0,0,-119.880183,34.40908,,,
680,2014,Delta 4,,4/7/14,2,unconfirmed,predator - unknown,unknown,5/6/14,.,0,0,-119.875732,34.416285,,,
681,2014,340,"in rocks, 40 m ff",4/10/14,3,3,predator - skunk,skunk,5/8/14,.,0,0,-119.881697,34.411047,,,
682,2014,134,10fff on beach,4/12/14,unconfirmed,unconfirmed,predator - skunk,skunk,5/10/14,.,0,0,-119.880563,34.409202,,,
683,2014,190,inside blowout,4/17/14,1,unconfirmed,failed - unknown cause,,5/17/14,.,0,0,-119.880882,34.409626,,,
684,2014,335,30 mff,4/17/14,1,unconfirmed,failed - unknown cause,,5/17/14,.,0,0,-119.881818,34.410883,,,
685,2014,Delta 5,"in grass, e of creeklet",4/14/14,3,3,predator - unknown,unknown,5/12/14,.,0,0,-119.875531,34.416667,,,
686,2014,Delta 6,"e of creeklet, in debris w/palms",4/14/14,3,3,predator - unknown,unknown,5/12/14,.,0,0,-119.875152,34.416676,,,
687,2014,Delta 7,"e of creeklet in debrid, e of 6",4/14/14,3,3,predator - unknown,unknown,5/12/14,.,0,0,-119.875084,34.416784,,,
688,2014,Delta 8,"w of creeklet, south of white pole",4/17/14,3,3,hatched,,5/15/14,5/16/14,3,1,-119.875982,34.415904,,,
689,2014,Delta 9,w of creeklet (stick),4/19/14,1,unconfirmed,predator - raccoon,raccoon,5/19/14,.,0,0,-119.875811,34.416324,,,
690,2014,Delta 10,"south of d5, east of creeklet (stick)",4/19/14,3,3,predator - unknown,unknown,5/17/14,.,0,0,-119.875445,34.416403,,,
691,2014,Delta 11,w of creeklet (stick),4/19/14,1,unconfirmed,predator - unknown,unknown,5/19/14,.,0,0,-119.876041,34.416188,,,
692,2014,260,behind killdeer nest,4/19/14,3,3,hatched,,5/17/14,5/17/14,2,1,-119.880876,34.410401,,,
693,2014,385,dune face at 5ft high,4/19/14,3,3,failed - unknown cause,,5/17/14,.,0,0,-119.882252,34.411226,,,
694,2014,402,dune face above red brick,4/19/14,1,2,failed - unknown cause,,5/19/14,.,0,0,-119.882361,34.41133,,,
695,2014,305,50fff (stick),5/1/14,3,3,failed - unknown cause,,5/29/14,.,0,0,-119.881542,34.41079,,,
696,2014,470,Behing fiberglass pole,5/1/14,3,3,predator - skunk,skunk,5/29/14,.,0,0,-119.8828,34.411865,,,
697,2014,345,40fff (stick),5/1/14,1,unconfirmed,failed - unknown cause,,5/31/14,.,0,0,-119.881879,34.410978,,,
698,2014,Delta 12,Near D3 but more north,5/2/14,unconfirmed,unconfirmed,failed - unknown cause,,5/30/14,.,0,0,-119.875775,34.416693,,,
699,2014,280,50 yards from fence (stick),5/4/14,2,unconfirmed,predator - skunk,skunk,6/2/14,.,0,0,-119.881179,34.410449,,,
700,2014,Delta 13,In bottles area W side,4/30/14,unconfirmed,unconfirmed,failed - unknown cause,,5/28/14,.,0,0,no GPS recorded,no GPS recorded,,,
701,2014,Delta 14,Between D4 and D9,5/7/14,2,unconfirmed,failed - unknown cause,,6/5/14,.,0,0,-119.875782,34.416296,,,
702,2014,Delta 15,Between 8 and 13,5/7/14,unconfirmed,unconfirmed,failed - unknown cause,,6/4/14,.,0,0,no GPS recorded,no GPS recorded,,,
703,2014,Delta 16,"N of D9, S of D3",5/7/14,3,3,failed - unknown cause,,6/4/14,.,0,0,-119.875877,34.416423,,,
704,2014,Delta 17,,5/10/14,1,3,hatched,,6/8/14,6/10/14,3,3,-119.876226,34.415332,,,
705,2014,Delta 18,upper west side,4/30/14,unconfirmed,unconfirmed,predator - unknown,unknown,5/30/14,.,0,0,-119.874948,34.41693,,,
706,2014,Delta 19,"east of creeklet, near D10",5/7/14,3,3,failed - unknown cause,,6/4/14,.,0,0,-119.875517,34.416291,,,
707,2014,240,6fff,5/15/14,3,3,tide,tide,6/12/14,.,0,0,-119.881313,34.409871,,,
708,2014,320,25fff,5/15/14,1,3,hatched,,6/14/14,6/14/14,3,2,-119.881765,34.410787,,,
709,2014,Delta 20,"E of creeklet, near road",5/12/14,unconfirmed,unconfirmed,failed - unknown cause,,6/9/14,.,0,0,-119.874725,34.41719,,,
710,2014,Delta 21,"E of creeklet, near shore",5/15/14,unconfirmed,unconfirmed,failed - unknown cause,,6/12/14,.,0,0,-119.874936,34.416472,,,
711,2014,455,"in dunes, closer to bluff",5/18/14,unconfirmed,unconfirmed,predator - skunk,skunk,6/15/14,.,0,0,-119.882697,34.411798,,,
712,2014,260,40 meters from fence,5/20/14,3,3,hatched,,6/17/14,6/25/14,3,0,-119.881159,34.410249,,,
713,2014,Delta 28,E side closest to island,6/8/14,3,3,hatched,,7/7/14,7/5/14,3,0,-119.875957,34.413784,,,
714,2014,300,1 chick,5/20/14,unconfirmed,unconfirmed,hatched,,6/17/14,5/22/14,1,0,no GPS recorded,no GPS recorded,,,
715,2014,Delta 22,By horizontal stick near shore,5/15/14,unconfirmed,unconfirmed,failed - unknown cause,,6/12/14,.,0,0,-119.875968,34.415341,,,
716,2014,100,4ft N of Northernmost 100m sign (stick),5/24/14,3,3,failed - unknown cause,,6/21/14,.,0,0,-119.880254,34.409203,,,
717,2014,125,15 ft S of N most 125m sign,5/24/14,2,unconfirmed,failed - unknown cause,,6/22/14,.,0,0,-119.880429,34.409398,,,
718,2014,375,"15 fff, next to water bottle",6/12/14,3,3,tide,tide,7/10/14,.,0,0,-119.881924,34.411198,,,
719,2014,Delta 23,W of channel,5/28/14,3,3,hatched,,6/25/14,6/21/14,3,3,-119.876242,34.414902,,,
720,2014,Delta 24,E of channel,6/5/14,3,3,abandoned,abandoned,7/3/14,.,0,0,-119.875904,34.414255,,,
721,2014,Delta 25,E of channel near V stick,6/5/14,2,3,hatched,,7/4/14,7/4/14,3,0,-119.875775,34.414382,,,
722,2014,402,12 fff,6/7/14,3,3,tide,tide,7/5/14,.,0,0,-119.882384,34.411311,,,
723,2014,Delta 26,E side of stake w green,6/8/14,1,unconfirmed,predator - raccoon,raccoon,7/8/14,7/15/14,0,0,-119.87481,34.414607,,,
724,2014,Delta 27,E side. R of yellow cap,6/8/14,2,3,hatched,,7/7/14,7/10/14,3,2,-119.875431,34.41407,,,
725,2014,Delta 29,"w side, south of the other nests",6/8/14,unconfirmed,3,hatched,,7/8/14,7/10/14,3,2,-119.876647,34.414365,,,
726,2014,Delta 30,w of d24,6/8/14,3,3,hatched,,7/8/14,7/5/14,3,0,no GPS recorded,no GPS recorded,,,
727,2014,220,hatched,,unconfirmed,unconfirmed,hatched,,1/28/00,6/14/14,2,1,no GPS recorded,no GPS recorded,,,
728,2014,240,back near skunk fence,6/14/14,unconfirmed,unconfirmed,failed - unknown cause,,7/14/14,.,0,0,-119.880611,34.41038,,,
729,2014,573,4fff,6/14/14,unconfirmed,unconfirmed,predator - skunk,skunk,7/12/14,.,0,0,-119.883451,34.412554,,,
730,2014,Delta 31,eastside between 24 and 28,6/11/14,unconfirmed,3,hatched,,7/11/14,7/4/14,3,0,-119.875838,34.414099,,,
731,2014,Delta 32,w side near delta 8,6/16/14,unconfirmed,3,hatched,,7/16/14,7/13/14,3,0,-119.875938,34.415906,,,
732,2014,340,"30fff, stick",6/19/14,2,3,hatched,,7/19/14,7/14/14,3,2,-119.882002,34.410949,,,
733,2014,Delta33,Near Delta 25,6/20/14,3,unconfirmed,hatched,,7/20/14,7/10/14,2,2,-119.875647,34.414419,,,
734,2014,240,40fff (stick),6/24/14,1,unconfirmed,failed - unknown cause,,7/24/14,.,0,0,-119.881117,34.410083,,,
